	-50.0	-49.0	-48.0	-47.0	-46.0	-45.0	-44.0	-43.0	-42.0	-41.0	-40.0	-39.0	-38.0	-37.0	-36.0	-35.0	-34.0	-33.0	-32.0	-31.0	-30.0	-29.0	-28.0	-27.0	-26.0	-25.0	-24.0	-23.0	-22.0	-21.0	-20.0	-19.0	-18.0	-17.0	-16.0	-15.0	-14.0	-13.0	-12.0	-11.0	-10.0	-9.0	-8.0	-7.0	-6.0	-5.0	-4.0	-3.0	-2.0	-1.0	0.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	10.0	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0	42.0	43.0	44.0	45.0	46.0	47.0	48.0	49.0	50.0
0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	1200.0	1200.0	1200.0	1200.0	1200.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	300.0	600
8640000	300.00000000000165	300.00002588063467	300.0000547567116	300.00008997037105	300.000135597268	300.0001969182934	300.0002810307881	300.00039766999447	300.00056033582064	300.00078785532986	300.00110656179874	300.00155334255	300.0021799083187	300.003058778291	300.00429167352866	300.00602129023963	300.0084478155433	300.0118520972757	300.0166281495263	300.0233287561203	300.0327294502283	300.04591827515	300.06442171525117	300.0903813723954	300.12680183653003	300.1778984391521	300.2495851388984	300.3501590074987	300.49126053900414	300.6892209291907	300.96695226025594	301.3565993621843	301.9032602791804	302.6702059507114	303.7462032369082	305.25578886071014	307.37368338042785	310.3450134765841	314.5136830954932	320.36217714675126	328.56740466406865	340.0790447582459	356.22946318092403	378.8879213236166	410.6769259158019	455.2757598963905	517.8463253464688	605.630585859796	728.7887567735629	797.408589350937	819.4321938439293	797.4085985503397	728.7887762371138	605.6306178402208	517.8463735452057	455.2758298919968	410.67702580962106	378.8880626774331	356.2296623551334	340.0793248054188	328.5677979970722	320.3627292902387	314.5144579549607	310.3461007348403	307.3752088775488	305.2579291588626	303.7492060557857	302.6744188387952	301.90917083925797	301.3648916868572	300.97858610932434	300.7055428129634	300.5141595643993	300.38228552467774	300.294657494757	300.2411333415444	300.21551813989964	300.21484716740997	300.2390427652225	300.2909053497508	300.37643753494484	300.5055388792761	300.6931516679681	300.9609903441566	301.3400547546226	301.8742180950219	302.6253048260488	303.680246282313	305.16114216940065	307.2393924742431	310.1555354265675	314.2470875717818	319.9876081859524	328.041509377201	339.34095563525545	355.1937532399831	377.4347167289681	408.63803169121354	452.41519291401625	513.8330014648303	600
17280000	300.00000000000244	300.0002141998785	300.0004501959633	300.00073196048015	300.0010880294079	300.0015543335372	300.0021777459123	300.00302068550104	300.0041672148476	300.00573120704456	300.0078673464308	300.0107859840386	300.0147732144114	300.0202180033597	300.02764881372815	300.03778299680505	300.0515933033271	300.070397300565	300.0959773629985	300.13074136217654	300.1779373759446	300.24193986259667	300.3286300329811	300.44589986976956	300.60431768079127	300.81800352934334	301.1057756151862	301.4926438209699	302.01174406534983	302.70682619935326	303.63542746184777	304.872880020823	306.5173095078816	308.69577247048437	311.5716389654684	315.35322718829525	320.3035004027409	326.7502802169915	335.0958177558263	345.8235468062739	359.4981936413886	376.75279290443393	398.2520389436586	424.6150090294962	456.27046611832935	493.20295332319597	534.5251619894985	577.7777915635594	617.8067180940745	644.9905012589086	654.533302005684	644.9905828637741	617.8068896840675	577.7780707459067	534.5255773755339	493.20354741144916	456.27129956767163	424.6161667421872	398.2536385538272	376.7549964995755	359.5012238543699	345.8277088315369	335.1015294037617	326.75811287515336	320.3142347887111	315.3679291456905	311.5917623900343	308.7232989138052	306.5549372981098	304.9242801336705	303.7055892246495	302.8025236761987	302.142164246178	301.67023128395596	301.3473661179468	301.14634222776994	301.05008788461004	301.0504272619028	301.14747729828053	301.349670220429	301.67440537298023	302.1493682845634	302.8145892291661	303.7253469285372	304.9560533066562	306.6052780357051	308.8020791467777	311.71378469312	315.5552979258984	320.5998384453086	327.1907268780367	335.75328098801833	346.804977854509	360.9605369511569	378.92616868367935	401.47342229680663	429.3771190878072	463.29266800367367	503.53398501126014	549.6918288819538	600
25920000	300.0000000000028	300.00094209417017	300.0019684353622	300.00317049870694	300.0046548002725	300.00655192254	300.0090274694607	300.0122958084589	300.0166376570587	300.0224228438775	300.0301399331077	300.0404348680182	300.0541613867228	300.0724467216672	300.0967770471565	300.129108325589	300.17200966522347	300.2288480837813	300.30402571335964	300.40328301311877	300.53408448544076	300.7061066880286	300.9318519028194	301.2274144636565	301.6134301024899	302.11624116050143	302.76931120360086	303.6149200879521	304.7061627995005	306.1092595312052	307.90615641705966	310.1973506356934	313.10480302734464	316.7746967985635	321.37965125590284	327.1197923209315	334.2218043503858	342.9347311885955	353.5208583707408	366.2395134018348	381.32112752963735	398.92854419080214	419.1025987323338	441.689912508666	466.25348826175417	491.9725063925536	517.5491116841586	541.1608963385715	560.5346144160185	573.279616789987	577.7247482763493	573.2800008588534	560.535417561159	541.1621916566464	517.5510167834698	491.97519369361925	466.25720003457565	441.69498189253505	419.10947846697	398.93784540172265	381.33367170015	366.2564016844316	353.5435637118724	342.96522045090023	334.2626998260101	327.1745848767334	321.45298100743867	316.8727218855288	313.2356830149759	310.37187860239385	308.1385832718401	306.41836595600756	305.11664890404194	304.1592009096996	303.4898281035222	303.06842543456423	302.8694860997261	302.881125262008	303.10465076689485	303.5547009787973	304.25996308402955	305.26447955396674	306.6295413097146	308.43614844515577	310.7879872376131	313.8148183831905	317.67608706898636	322.56444000503797	328.70865582441354	336.37525103019146	345.8677041740347	357.5218445049149	371.6954945021027	388.7499913335029	409.020860199897	432.77491095474244	460.1518191931454	491.09061401781463	525.2467637052318	561.9159664822295	600
34560000	300.00000000000307	300.0029339749947	300.0060984917485	300.0097410242879	300.01414403432517	300.0196453353409	300.0266620776531	300.0357198625802	300.04748876488253	300.06282839725714	300.08284459831015	300.1089608763543	300.14300840536333	300.1873391541226	300.2449676381198	300.3197478108861	300.4165927388952	300.5417458930238	300.7031140713704	300.9106730318943	301.1769576890359	301.51764896696403	301.9522687493988	302.50499233352116	303.2055837266557	304.0904521596244	305.2038172360103	306.5989538439251	308.3394647291517	310.500496671051	313.1697736522844	316.44826559129865	320.4502430575821	325.30238719403206	331.14153253366135	338.11052524340175	346.3515935228727	355.99657258619646	367.15333884831665	379.8879384990454	394.2022169804699	410.00736229648163	427.09477822657686	445.10721493146895	463.5151727501115	481.60619590305487	498.4974146011952	513.1835757665855	524.631621125033	531.9242274451724	534.4303303689215	531.925505294126	524.6342802697094	513.1878310217458	498.5036085521503	481.6148249446708	463.5269245838409	445.123020119917	427.115879339718	410.0354053271983	394.2393711208681	379.93705212526936	367.21814174550843	356.0819371566777	346.46387107546036	338.2579775925592	331.33488419250835	325.55552958702583	320.7811295766242	316.8800451404876	313.73222072033417	311.23180804190474	309.28850671600986	307.8280593035373	306.7922482792406	306.13866181231884	305.84042677800767	305.8860506184978	306.2794667456188	307.04033842583294	308.2046403661208	309.82550217702124	311.97426012484937	314.74161978739227	318.2387793738053	322.5982991611666	327.9744255200531	334.54248919966506	342.49690116569235	352.04717486103436	363.4113286293909	376.80599448748785	392.43262214912346	410.45938032546076	430.9987992647563	454.0819611513737	479.63121681074955	507.4350323795706	537.130563036558	568.2015334309676	600
43200000	300.00000000000466	300.007273150041	300.0150485194115	300.02385977161356	300.03430513808956	300.04708396564956	300.0630385606065	300.08320339664624	300.1088640120918	300.14162824411255	300.18351282877876	300.2370488290086	300.30540982375874	300.3925672789714	300.503477989375	300.6443088793221	300.8227047077458	301.048104236268	301.33211005451767	301.68891633377984	302.13579706927885	302.69365458489864	303.3876238618537	304.24772220275037	305.30952538962276	306.61484034304243	308.21232985472824	310.1580268454324	312.5156535816815	315.3566355091957	318.75967054297683	322.8096843835512	327.59597354730306	333.209314851069	339.737809818844	347.26124428721903	355.84378975603613	365.52496904813614	376.3089720048126	388.15265472497254	400.95290182313346	414.5344781854916	428.6400262942631	442.9244225590171	456.9561808177004	470.2287964916141	482.1845835299445	492.25231141651005	499.89743926255767	504.6798145782266	506.308901367629	504.6831931337338	499.9044395109046	492.26343580025093	482.2006270871097	470.2508992229222	456.985902177977	442.96384235457543	428.69187769722254	414.60232025717363	401.0413409340202	388.2676266355373	376.4580992016689	365.71801128818964	356.09320973252443	347.5829149658714	340.1518953581667	333.74136315389484	328.27826539023295	323.68289167907216	319.8748844654329	316.77783370377284	314.3226840603847	312.45019383185485	311.11267287743595	310.2752010663269	309.91649537257996	310.02955687727905	310.6221908656335	311.71745496047123	313.35405198755893	315.586645730091	318.4860384949692	322.1391093119447	326.648371046114	332.13096514976354	338.7168770761675	346.5461283030479	355.7646896113384	366.51887458231954	378.94802479882	393.1754037386341	409.2973902306644	427.37131747287316	447.4026448478845	469.332565461684	493.02760231510297	518.2731467500446	544.7731025704578	572.1576115776652	600
51840000	300.00000000000534	300.01529453826373	300.0315174779369	300.0496465470692	300.0707601966941	300.09609318180577	300.1270985298986	300.1655182262892	300.2134651020367	300.2735185854168	300.34883715459614	300.4432904837082	300.5616143747069	300.7095915702135	300.8942613920214	301.12416077432096	301.40959857039365	301.7629638968655	302.19906760998066	302.735513632756	303.39309360217226	304.19619400363655	305.1731994304178	306.35686869615336	307.78465213936624	309.4989085860218	311.5469692274668	313.98098350001584	316.85746960758627	320.23648071815506	324.1802887279091	328.7514831016601	334.0103856603775	340.01169702847864	346.80032114859495	354.4063655615066	362.83939160338696	372.0820937850072	382.0837224408023	392.75372498965197	403.95625881913594	415.50640341204627	427.1690393506228	438.66142217072263	449.6604021681034	459.8149633402995	468.76421974961215	476.1601933139791	481.6936532090718	485.1201934220484	486.2828885938009	485.1277582130272	481.70926730902386	476.18485369646976	468.79949308116335	459.86307528924294	449.72436306055425	438.74519491549734	427.27775739091777	415.64664853459004	404.1364110066671	392.98439918159704	382.3783101049137	372.4574306235135	363.31657652814624	355.0117602563465	347.56676404131485	340.9799702201662	335.23097814279913	330.28669818957184	326.1067476935784	322.64807766380574	319.86883401829624	317.73150587717487	316.20544070426195	315.2688162520466	314.91015652040073	315.1294668290121	315.9390444931482	317.3639987345431	319.4424881349742	322.22565764506	325.77723131197104	330.1726930364056	335.4979676919121	341.84750121846025	349.3216338270337	358.0231688373278	368.05306502057107	379.50522687617956	392.4604387657997	406.97958745715385	423.09644259741094	440.81041028011566	460.0798285192144	480.8165133869395	502.88235889416205	526.0888012276647	550.199833199781	574.9389589947358	600
60480000	300.00000000000614	300.02839203135875	300.05829997626415	300.09130774736497	300.12913741664823	300.1737237086115	300.22729501525146	300.29246313732585	300.37232395743706	300.4705712191456	300.591625498647	300.74078028093214	300.9243667527109	301.1499384534255	301.426476228586	301.76461294316385	302.17687606617267	302.6779444548967	303.28491337117083	304.0175588801754	304.89858925577954	305.95386681351425	307.2125787242443	308.7073299050932	310.4741252073473	312.552202114692	314.983669476744	317.81290307135134	321.08564587560414	324.8477609330999	329.1435889784366	334.01387307128823	339.4932300772914	345.60717555747453	352.36874586740265	359.7748097790449	367.80222140105053	376.4040346200081	385.50607247264634	395.0042156530445	404.76283228985403	414.6148023376264	424.3635778166003	433.787647099507	442.64762204546764	450.6959326253827	457.6887998355158	463.39978974077684	467.63388108432486	470.2406839875089	471.1253214468809	470.255610856841	467.6645869153908	463.4480212617149	457.7572851873501	450.7885157919422	442.76945015842085	433.9454177538195	424.5658555851353	414.8724158926338	405.0893659406468	395.4166116986114	386.02536353493423	377.05622803676886	368.6193607577305	360.7962416534126	353.64262271079235	347.1922281512136	341.46084492624703	336.45051109751296	332.1535815405315	328.5565170121327	325.6432996305311	323.39842317627165	321.8094399279263	320.8690677008385	320.5768727247684	320.94054767975956	321.9768014369207	323.71186965516677	326.1816451558925	329.43141568218766	333.51518598129866	338.494552885656	344.43709801330647	351.4142647059333	359.4986956910918	368.761027354961	379.2661667176305	391.069118776719	404.21048425022195	418.7118086918294	434.5710291096726	451.75832667013896	470.2127441831544	489.83995286097803	510.5115411075563	532.066136554759	554.3125532203758	577.0349791476357	600
69120000	300.0000000000071	300.0478043543113	300.0978555052537	300.1524848424218	300.2141948618883	300.2857494930725	300.37027007153245	300.4713386889139	300.5931104951366	300.7404362987783	300.9189964866369	301.1354468351426	301.3975761829783	301.7144751407987	302.09671399299117	302.55652666050844	303.10799600827403	303.76723386785704	304.5525468909773	305.48457675666776	306.58640035806354	307.8835724666683	309.4040901369807	311.1782549615452	313.2384064824584	315.61849796576894	318.3534848022135	321.4784965605874	325.0277668246601	329.0333010874662	333.5232728681389	338.52015250641625	344.03859226450015	350.08311560906674	356.6456875707159	363.70327593321167	371.2155478783658	379.12288075839456	387.3448949044403	395.7797357208328	404.3043358043305	412.7758691649668	421.03456303802704	428.90795427467856	436.2165662491973	442.78084306211076	448.42902154594196	453.0054664314431	456.3788646376234	458.4495989032135	459.1556242470104	458.4762679704521	456.4335618227842	453.09096851162036	448.54964224326983	442.94261656009525	436.4275006880497	429.17836288656326	421.37748262358895	413.20757771228773	404.84498319677994	396.454103641473	388.1833041721456	380.16226635064373	372.50072370435896	365.28841288060073	358.5960292822117	352.476956629589	346.9695423656673	342.0997088239008	337.8837176115775	334.33093659266245	331.44649117334586	329.23371144185523	327.69631229665913	326.84026412006654	326.67532664014396	327.2162287337604	328.48348280121957	330.5038249895468	333.3102731193534	336.9417939301162	341.44257148253763	346.86087050501	353.2474933260188	360.6538378267399	369.12957736459146	378.72000228132055	389.46308633304517	401.3863694143318	414.5037787268237	428.8125415667003	444.29037071153897	460.8931236528902	478.55314476354147	497.1784900154415	516.6532029935528	536.8387564677288	557.5766965059062	578.692430905835	600
